#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
263125	23327	2908	116915	109165	-	-	NEDD4L	NR3C1	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Almloef T (1998)	PUBMED:9649342	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96PU5	A0A024R2A4|A0A024R281|B7Z2P9|B7Z6K0	NP_001230889|NP_001138441|NP_001138437|NP_001138436|NP_001138442|NP_001138443|NP_056092|NP_001138438|NP_001138440|NP_001138439	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
263126	6908	2908	112771	109165	RP1-191N21.3	-	TBP	NR3C1	GTF2D|GTF2D1|HDL4|SCA17|TFIID	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Almloef T (1998)	PUBMED:9649342	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P20226	Q32MN7	NP_001165556|NP_003185	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
263127	6871	2908	112734	109165	KL04P	-	TADA2A	NR3C1	ADA2|ADA2A|TADA2L|hADA2	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Almloef T (1998)	PUBMED:9649342	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75478	A0A087WWR4|A0A024R0Y4|B3KU13	NP_001159577|NP_001479|NP_001278847|NP_597683	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
263776	2908	5927	109165	111862	-	-	NR3C1	KDM5A	GCCR|GCR|GCRST|GR|GRL	RBBP-2|RBBP2|RBP2	Reconstituted Complex	physical	Chan SW (2001)	PUBMED:11358960	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P29375	-	NP_001036068	-	-	-	-	-	-	Homo sapiens	Homo sapiens
274613	2908	9282	109165	114699	-	-	NR3C1	MED14	GCCR|GCR|GCRST|GR|GRL	CRSP150|CRSP2|CSRP|CXorf4|DRIP150|EXLM1|RGR1|TRAP170	Two-hybrid	physical	Hittelman AB (1999)	PUBMED:10508170	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	O60244	-	NP_004220	-	-	-	-	-	-	Homo sapiens	Homo sapiens
274614	2908	7251	109165	113102	-	-	NR3C1	TSG101	GCCR|GCR|GCRST|GR|GRL	TSG10|VPS23	Two-hybrid	physical	Hittelman AB (1999)	PUBMED:10508170	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q99816	-	NP_006283	-	-	-	-	-	-	Homo sapiens	Homo sapiens
274615	2908	3329	109165	109561	-	-	NR3C1	HSPD1	GCCR|GCR|GCRST|GR|GRL	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	Two-hybrid	physical	Hittelman AB (1999)	PUBMED:10508170	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P10809	A0A024R3X4	NP_002147|NP_955472	-	-	-	-	-	-	Homo sapiens	Homo sapiens
274616	2908	5901	109165	111837	-	OK/SW-cl.81	NR3C1	RAN	GCCR|GCR|GCRST|GR|GRL	ARA24|Gsp1|TC4	Two-hybrid	physical	Hittelman AB (1999)	PUBMED:10508170	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P62826	B4DV51	NP_006316|NP_001287725|NP_001287726	-	-	-	-	-	-	Homo sapiens	Homo sapiens
274617	2908	10092	109165	115399	-	RP1-127C7.3	NR3C1	ARPC5	GCCR|GCR|GCRST|GR|GRL	ARC16|dJ127C7.3|p16-Arc	Two-hybrid	physical	Hittelman AB (1999)	PUBMED:10508170	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	O15511	-	NP_005708|NP_001257368	-	-	-	-	-	-	Homo sapiens	Homo sapiens
274618	2908	9282	109165	114699	-	-	NR3C1	MED14	GCCR|GCR|GCRST|GR|GRL	CRSP150|CRSP2|CSRP|CXorf4|DRIP150|EXLM1|RGR1|TRAP170	Reconstituted Complex	physical	Hittelman AB (1999)	PUBMED:10508170	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	O60244	-	NP_004220	-	-	-	-	-	-	Homo sapiens	Homo sapiens
274619	5469	2908	111465	109165	-	-	MED1	NR3C1	CRSP1|CRSP200|DRIP205|DRIP230|PBP|PPARBP|PPARGBP|RB18A|TRAP220|TRIP2	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Hittelman AB (1999)	PUBMED:10508170	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15648	-	NP_004765	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
275325	2908	9611	109165	114973	-	-	NR3C1	NCOR1	GCCR|GCR|GCRST|GR|GRL	N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR	Two-hybrid	physical	Stevens A (2003)	PUBMED:12569182	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	O75376	Q6PGR4|A0A024RD47	NP_001177367|NP_006302|NP_001177369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
275641	2908	3320	109165	109552	-	-	NR3C1	HSP90AA1	GCCR|GCR|GCRST|GR|GRL	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Co-localization	physical	Jibard N (1999)	PUBMED:10066374	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
275833	2908	7295	109165	113146	-	RP11-427L11.1	NR3C1	TXN	GCCR|GCR|GCRST|GR|GRL	TRDX|TRX|TRX1	Reconstituted Complex	physical	Makino Y (1999)	PUBMED:9915858	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P10599	H9ZYJ2	NP_003320|NP_001231867	-	-	-	-	-	-	Homo sapiens	Homo sapiens
275834	7295	2908	113146	109165	RP11-427L11.1	-	TXN	NR3C1	TRDX|TRX|TRX1	GCCR|GCR|GCRST|GR|GRL	Two-hybrid	physical	Makino Y (1999)	PUBMED:9915858	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P10599	H9ZYJ2	NP_003320|NP_001231867	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276549	5451	2908	111447	109165	-	-	POU2F1	NR3C1	OCT1|OTF1|oct-1B	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Prefontaine GG (1999)	PUBMED:10480874	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P14859	-	NP_001185712|NP_001352777|NP_002688|NP_001352778|NP_001185715	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276551	5452	2908	111448	109165	-	-	POU2F2	NR3C1	OCT2|OTF2|Oct-2	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Prefontaine GG (1999)	PUBMED:10480874	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P09086	B5ME60	NP_001193954|NP_001193955|NP_001234923|NP_002689	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277096	140938	2908	250872	109165	-	-	Psmc3ip	NR3C1	Gt198|Tbpip	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Ko L (2002)	PUBMED:11739747	10116	9606	Low Throughput	-	-	-	-	BIOGRID	Q91ZY6	-	NP_604453	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Rattus norvegicus	Homo sapiens
277097	140938	2908	250872	109165	-	-	Psmc3ip	NR3C1	Gt198|Tbpip	GCCR|GCR|GCRST|GR|GRL	Two-hybrid	physical	Ko L (2002)	PUBMED:11739747	10116	9606	Low Throughput	-	-	-	-	BIOGRID	Q91ZY6	-	NP_604453	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Rattus norvegicus	Homo sapiens
277101	29893	2908	118945	109165	-	-	PSMC3IP	NR3C1	GT198|HOP2|HUMGT198A|ODG3|TBPIP	GCCR|GCR|GCRST|GR|GRL	Affinity Capture-Western	physical	Ko L (2002)	PUBMED:11739747	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9P2W1	K7ERB6	NP_057640|NP_001242944|NP_001242943|NP_001242945|NP_037422	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277445	2908	7818	109165	113587	-	-	NR3C1	DAP3	GCCR|GCR|GCRST|GR|GRL	DAP-3|MRP-S29|MRPS29|bMRP-10	Two-hybrid	physical	Hulkko SM (2000)	PUBMED:10903152	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P51398	-	NP_001186780|NP_004623|NP_001186779|NP_001186778|NP_387506	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277446	7818	2908	113587	109165	-	-	DAP3	NR3C1	DAP-3|MRP-S29|MRPS29|bMRP-10	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Hulkko SM (2000)	PUBMED:10903152	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P51398	-	NP_001186780|NP_004623|NP_001186779|NP_001186778|NP_387506	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277447	7818	2908	113587	109165	-	-	DAP3	NR3C1	DAP-3|MRP-S29|MRPS29|bMRP-10	GCCR|GCR|GCRST|GR|GRL	Far Western	physical	Hulkko SM (2000)	PUBMED:10903152	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P51398	-	NP_001186780|NP_004623|NP_001186779|NP_001186778|NP_387506	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277461	3320	2908	109552	109165	-	-	HSP90AA1	NR3C1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	GCCR|GCR|GCRST|GR|GRL	Affinity Capture-Western	physical	Hulkko SM (2000)	PUBMED:10903152	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277747	5449	2908	111445	109165	-	-	POU1F1	NR3C1	CPHD1|GHF-1|PIT1|POU1F1a|Pit-1	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Nalda AM (1997)	PUBMED:9426156	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P28069	-	NP_000297|NP_001116229	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277921	2908	5451	109165	111447	-	-	NR3C1	POU2F1	GCCR|GCR|GCRST|GR|GRL	OCT1|OTF1|oct-1B	Reconstituted Complex	physical	Wang JM (1999)	PUBMED:10490647	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P14859	-	NP_001185712|NP_001352777|NP_002688|NP_001352778|NP_001185715	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277922	2908	5452	109165	111448	-	-	NR3C1	POU2F2	GCCR|GCR|GCRST|GR|GRL	OCT2|OTF2|Oct-2	Reconstituted Complex	physical	Wang JM (1999)	PUBMED:10490647	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P09086	B5ME60	NP_001193954|NP_001193955|NP_001234923|NP_002689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
278573	2908	8204	109165	113843	-	-	NR3C1	NRIP1	GCCR|GCR|GCRST|GR|GRL	RIP140	Reconstituted Complex	physical	Subramaniam N (1999)	PUBMED:10364267	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P48552	A8K171	NP_003480	-	-	-	-	-	-	Homo sapiens	Homo sapiens
279889	2908	2114	109165	108415	-	-	NR3C1	ETS2	GCCR|GCR|GCRST|GR|GRL	ETS2IT1	Affinity Capture-Western	physical	Mullick J (2001)	PUBMED:11279115	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P15036	-	NP_005230|NP_001243224	-	-	-	-	-	-	Homo sapiens	Homo sapiens
279954	1051	2908	107480	109165	PP9092	-	CEBPB	NR3C1	C/EBP-beta|IL6DBP|NF-IL6|TCF5	GCCR|GCR|GCRST|GR|GRL	Two-hybrid	physical	Boruk M (1998)	PUBMED:9817600	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P17676	-	NP_001272807|NP_001272808|NP_005185	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
279955	1051	2908	107480	109165	PP9092	-	CEBPB	NR3C1	C/EBP-beta|IL6DBP|NF-IL6|TCF5	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Boruk M (1998)	PUBMED:9817600	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P17676	-	NP_001272807|NP_001272808|NP_005185	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
279956	1050	2908	107479	109165	-	-	CEBPA	NR3C1	C/EBP-alpha|CEBP	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Boruk M (1998)	PUBMED:9817600	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49715	-	NP_001272758|NP_001274353|NP_001274364|NP_004355	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
280106	3303	2908	109535	109165	DAQB-147D11.1	-	HSPA1A	NR3C1	HEL-S-103|HSP70-1|HSP70-1A|HSP70I|HSP72|HSPA1	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Kanelakis KC (2002)	PUBMED:12093808	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P08107	A8K5I0|B3KTT5	NP_005336	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
280107	3320	2908	109552	109165	-	-	HSP90AA1	NR3C1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Kanelakis KC (2002)	PUBMED:12093808	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
280519	6840	2908	112707	109165	RP11-534G20.1	-	SVIL	NR3C1	-	GCCR|GCR|GCRST|GR|GRL	Two-hybrid	physical	Ting HJ (2002)	PUBMED:11792840	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O95425	Q569J5	NP_003165|NP_001310529|NP_001310528|NP_068506	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
281342	2908	3192	109165	109433	-	RP11-11N7.3	NR3C1	HNRNPU	GCCR|GCR|GCRST|GR|GRL	HNRPU|SAF-A|U21.1|hnRNP U	Affinity Capture-Western	physical	Eggert M (1997)	PUBMED:9353307	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q00839	Q96BA7	NP_114032|NP_004492	-	-	-	-	-	-	Homo sapiens	Homo sapiens
